TPL_names,Standardized_names,invasion_status,TPL_Author,TPL_names.withAuthor,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,min_record_year_cvh,...21,resolved_match_type,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,keep,c_score,s_score,r_score,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,wcup_eco_use_num_2out,wcup_eco_use_status
Liatris spicata,Liatris spicata,1,(L.) Willd.,Liatris spicata (L.) Willd.,Exact (with author),FALSE,1,0,2927409,Liatris spicata,(L.) Willd.,Species,Accepted,NA,230634-1,2927409,0,11,1936,NA,Exact (with author),230634-1,Species,Accepted,Asteraceae,NA,Liatris,NA,spicata,NA,NA,L.,Willd.,NA,Sp. Pl. ed. 4.,1.261111111,-1803,NA,E. Canada to NC. & E. U.S.A.,NA,temperate,Liatris spicata,(L.) Willd.,2927409,2927410,NA,NA,3133624,230634-1,NA,N,Matched to an accepted name,10.86765762,70.61893425,18.51340813,0,1,0,0,0,0,0,1,0,0,2,2,1
Ligustrum ovalifolium,Ligustrum ovalifolium,1,Hassk.,Ligustrum ovalifolium Hassk.,Exact (with author),FALSE,1,0,354221,Ligustrum ovalifolium,Hassk.,Species,Accepted,NA,610056-1,354221,0,6,1924,NA,Exact (with author),610056-1,Species,Accepted,Oleaceae,NA,Ligustrum,NA,ovalifolium,NA,NA,NA,Hassk.,NA,Cat. Hort. Bot. Bogor. Alt.,: 119,-1844,NA,"S. Korea, Japan",shrub or tree,temperate,Ligustrum ovalifolium,Hassk.,354221,NA,NA,NA,353092,610056-1,NA,Y,Matched to an accepted name,31.97066914,53.47950334,14.54982752,0,1,0,0,0,0,1,1,1,0,4,3,1
Ligustrum vulgare,Ligustrum vulgare,1,L.,Ligustrum vulgare L.,Exact (with author),FALSE,1,0,353907,Ligustrum vulgare,L.,Species,Accepted,NA,610130-1,353907,0,2,1927,NA,Exact (with author),610130-1,Species,Accepted,Oleaceae,NA,Ligustrum,NA,vulgare,NA,NA,NA,L.,NA,Sp. Pl.,: 7,-1753,NA,"NW. Africa, Europe to NW. Iran",shrub,temperate,Ligustrum vulgare,L.,353907,NA,NA,NA,353092,610130-1,NA,Y,Matched to an accepted name,22.39431567,66.86189982,10.74378451,0,1,0,0,0,0,1,1,1,0,4,3,1
Lilium bulbiferum,Lilium bulbiferum,1,L.,Lilium bulbiferum L.,Exact (with author),FALSE,1,0,280683,Lilium bulbiferum,L.,Species,Accepted,NA,537496-1,280683,0,2,NA,NA,Exact (with author),537496-1,Species,Accepted,Liliaceae,NA,Lilium,NA,bulbiferum,NA,NA,NA,L.,NA,Sp. Pl.,: 302,-1753,NA,C. Europe to S. Italy,bulbous geophyte,temperate,Lilium bulbiferum,L.,280683,NA,NA,NA,280381,537496-1,NA,Y,Matched to an accepted name,36.78242302,0,63.21757698,0,1,0,0,0,0,0,0,0,0,1,1,1
Linaria alpina,Linaria alpina,1,(L.) Mill.,Linaria alpina (L.) Mill.,Exact (with author),FALSE,1,0,2497933,Linaria alpina,(L.) Mill.,Species,Accepted,NA,804430-1,2497933,0,10,1973,NA,Exact (with author),804430-1,Species,Accepted,Plantaginaceae,NA,Linaria,NA,alpina,NA,NA,L.,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 4,-1768,NA,Mts. of C. & S. Europe,annual or perennial,temperate,Linaria alpina,(L.) Mill.,2497933,2642468,NA,NA,2498088,804430-1,NA,N,Matched to an accepted name,0,14.62661912,85.37338088,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria dalmatica,Linaria dalmatica,1,(L.) Mill.,Linaria dalmatica (L.) Mill.,Exact (with author),FALSE,1,0,2499479,Linaria dalmatica,(L.) Mill.,Species,Accepted,NA,1052356-2,2499479,0,10,1937,NA,Exact (with author),1052356-2,Species,Accepted,Plantaginaceae,NA,Linaria,NA,dalmatica,NA,NA,L.,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 13,-1768,NA,SE. Europe,perennial,temperate,Linaria dalmatica,(L.) Mill.,2499479,2642569,NA,NA,2498088,1052356-2,NA,N,Matched to an accepted name,30.33261624,37.31983203,32.34755173,0,1,0,0,0,0,0,0,0,0,1,1,1
Linaria purpurea,Linaria purpurea,1,(L.) Mill.,Linaria purpurea (L.) Mill.,Exact (with author),FALSE,1,0,2499859,Linaria purpurea,(L.) Mill.,Species,Accepted,NA,1016392-2,2499859,0,10,NA,NA,Exact (with author),1016392-2,Species,Accepted,Plantaginaceae,NA,Linaria,NA,purpurea,NA,NA,L.,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 5,-1768,NA,C. & S. Italy to Sicilia,perennial,temperate,Linaria purpurea,(L.) Mill.,2499859,2642891,NA,NA,2498088,1016392-2,NA,N,Matched to an accepted name,6.998931615,27.32818835,65.67288004,0,1,0,0,0,0,0,0,0,0,1,1,1
Lindera benzoin,Lindera benzoin,1,(L.) Blume,Lindera benzoin (L.) Blume,Exact (with author),FALSE,1,0,2351827,Lindera benzoin,(L.) Blume,Species,Accepted,NA,140503-2,2351827,0,10,NA,NA,Exact (with author),140503-2,Species,Accepted,Lauraceae,NA,Lindera,NA,benzoin,NA,NA,L.,Blume,NA,Mus. Bot.,0.266666667,-1851,NA,SE. Canada to C. & E. U.S.A.,shrub or tree,temperate,Lindera benzoin,(L.) Blume,2351827,2349413,NA,NA,2351906,140503-2,NA,N,Matched to an accepted name,47.00297703,13.02991842,39.96710455,0,1,0,0,1,0,1,1,0,0,4,4,1
Lindernia dubia,Lindernia dubia,2,(L.) Pennell,Lindernia dubia (L.) Pennell,Exact (with author),FALSE,1,0,2498944,Lindernia dubia,(L.) Pennell,Species,Accepted,NA,140517-2,2498944,0,12,NA,NA,Exact (with author),140517-2,Species,Accepted,Linderniaceae,NA,Lindernia,NA,dubia,NA,NA,L.,Pennell,NA,Monogr. Acad. Nat. Sci. Philadelphia,0.139583333,-1935,NA,New World,annual,temperate,Lindernia dubia,(L.) Pennell,2498944,2831836,NA,NA,2498879,140517-2,NA,N,Matched to an accepted name,11.31227574,0,88.68772426,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum lewisii,Linum lewisii,1,Pursh,Linum lewisii Pursh,Exact (with author),FALSE,1,0,2347174,Linum lewisii,Pursh,Species,Accepted,NA,140855-2,2347174,0,5,NA,NA,Exact (with author),140855-2,Species,Accepted,Linaceae,NA,Linum,NA,lewisii,NA,NA,NA,Pursh,NA,Fl. Amer. Sept.,0.1875,-1813,NA,Subarctica America to N. Mexico,perennial,temperate,Linum lewisii,Pursh,2347174,NA,NA,NA,2347347,140855-2,NA,N,Matched to an accepted name,0,81.49530023,18.50469977,0,0,0,1,0,0,1,1,1,0,4,2,1
Linum narbonense,Linum narbonense,1,L.,Linum narbonense L.,Exact (with author),FALSE,1,0,2347120,Linum narbonense,L.,Species,Accepted,NA,544605-1,2347120,0,2,NA,NA,Exact (with author),544605-1,Species,Accepted,Linaceae,NA,Linum,NA,narbonense,NA,NA,NA,L.,NA,Sp. Pl.,: 278,-1753,NA,W. & C. Medit.,perennial,temperate,Linum narbonense,L.,2347120,NA,NA,NA,2347347,544605-1,NA,N,Matched to an accepted name,0,100,0,0,1,0,1,0,0,0,0,0,0,2,1,1
Linum usitatissimum,Linum usitatissimum,2,L.,Linum usitatissimum L.,Exact (with author),FALSE,1,0,2353429,Linum usitatissimum,L.,Species,Accepted,NA,544772-1,2353429,0,2,1927,NA,Exact (with author),544772-1,Species,Accepted,Linaceae,NA,Linum,NA,usitatissimum,NA,NA,NA,L.,NA,Sp. Pl.,: 277,-1753,NA,T??rkiye to Iran,annual,temperate,Linum usitatissimum,L.,2353429,NA,NA,NA,2347347,544772-1,NA,N,Matched to an accepted name,2.02313376,2.612531326,95.36433491,1,0,1,0,1,0,1,1,1,0,6,5,1
Liparis loeselii,Liparis loeselii,1,(L.) Rich.,Liparis loeselii (L.) Rich.,Exact (with author),FALSE,1,0,112965,Liparis loeselii,(L.) Rich.,Species,Accepted,NA,641004-1,112965,0,10,NA,NA,Exact (with author),641004-1,Species,Accepted,Orchidaceae,NA,Liparis,NA,loeselii,NA,NA,L.,Rich.,NA,De Orchid. Eur.,: 38,-1817,NA,"Europe to C. Asia, Sakhalin, C. & E. Canada to NC. & E. U.S.A.",pseudobulbous geophyte,temperate,Liparis loeselii,(L.) Rich.,112965,141380,NA,NA,112608,641004-1,NA,Y,Matched to an accepted name,29.36693626,0,70.63306374,0,0,0,0,0,0,0,1,0,0,1,1,1
Liquidambar styraciflua,Liquidambar styraciflua,1,L.,Liquidambar styraciflua L.,Exact (with author),FALSE,1,0,500221,Liquidambar styraciflua,L.,Species,Accepted,NA,430718-1,500221,0,2,1975,NA,Exact (with author),430718-1,Species,Accepted,Altingiaceae,NA,Liquidambar,NA,styraciflua,NA,NA,NA,L.,NA,Sp. Pl.,: 999,-1753,NA,C. & E. U.S.A. to C. America,tree,temperate,Liquidambar styraciflua,L.,500221,NA,NA,NA,500190,430718-1,NA,Y,Matched to an accepted name,44.65846596,40.89893871,14.44259534,0,1,0,0,1,0,1,1,0,0,4,4,1
Liriodendron tulipifera,Liriodendron tulipifera,1,L.,Liriodendron tulipifera L.,Exact (with author),FALSE,1,0,113859,Liriodendron tulipifera,L.,Species,Accepted,NA,30197364-2,113859,0,2,1910,NA,Exact (with author),30197364-2,Species,Accepted,Magnoliaceae,NA,Liriodendron,NA,tulipifera,NA,NA,NA,L.,NA,Sp. Pl.,: 535,-1753,NA,S. Ontario to NC. & E. U.S.A.,tree,temperate,Liriodendron tulipifera,L.,113859,NA,NA,NA,113845,30197364-2,NA,Y,Matched to an accepted name,52.03861341,22.29154018,25.6698464,0,1,0,0,0,0,1,1,0,0,3,3,1
Lobelia cardinalis,Lobelia cardinalis,1,L.,Lobelia cardinalis L.,Exact (with author),FALSE,1,0,352312,Lobelia cardinalis,L.,Species,Accepted,NA,142115-2,352312,0,2,1913,NA,Exact (with author),142115-2,Species,Accepted,Campanulaceae,NA,Lobelia,NA,cardinalis,NA,NA,NA,L.,NA,Sp. Pl.,: 930,-1753,NA,S. Canada to N. Colombia,perennial,temperate,Lobelia cardinalis,L.,352312,NA,NA,NA,352399,142115-2,NA,Y,Matched to an accepted name,30.29814571,31.61200564,38.08984865,0,1,0,0,0,0,0,1,1,0,3,2,1
Lobelia dortmanna,Lobelia dortmanna,1,L.,Lobelia dortmanna L.,Exact (with author),FALSE,1,0,353489,Lobelia dortmanna,L.,Species,Accepted,NA,143206-1,353489,0,2,NA,NA,Exact (with author),143206-1,Species,Accepted,Campanulaceae,NA,Lobelia,NA,dortmanna,NA,NA,NA,L.,NA,Sp. Pl.,: 929,-1753,NA,"Canada to NC. & NE. U.S.A., N. & W. Europe",hydroperennial,temperate,Lobelia dortmanna,L.,353489,NA,NA,NA,352399,143206-1,NA,Y,Matched to an accepted name,3.453294733,83.81759602,12.72910925,0,0,0,0,0,0,0,0,0,0,0,0,0
Lobelia inflata,Lobelia inflata,1,L.,Lobelia inflata L.,Exact (with author),FALSE,1,0,353345,Lobelia inflata,L.,Species,Accepted,NA,143415-1,353345,0,2,1955,NA,Exact (with author),143415-1,Species,Accepted,Campanulaceae,NA,Lobelia,NA,inflata,NA,NA,NA,L.,NA,Sp. Pl.,: 931,-1753,NA,E. Canada to NC. & E. U.S.A.,annual or biennial,temperate,Lobelia inflata,L.,353345,NA,NA,NA,352399,143415-1,NA,Y,Matched to an accepted name,14.10589351,22.915,62.97910649,0,0,0,0,0,0,0,1,1,0,2,1,1
Lolium multiflorum,Lolium multiflorum,3,Lam.,Lolium multiflorum Lam.,Exact (with author),FALSE,1,0,422833,Lolium multiflorum,Lam.,Species,Accepted,NA,407486-1,422833,0,4,1930,NA,Exact (with author),407486-1,Species,Accepted,Poaceae,NA,Lolium,NA,multiflorum,NA,NA,NA,Lam.,NA,Fl. Fran?.,0.55625,-1779,NA,"Macaronesia, Sahara, Medit. to C. Asia and Himalaya",biennial or perennial,temperate,Lolium multiflorum,Lam.,422833,NA,NA,NA,422752,407486-1,NA,Y,Matched to an accepted name,24.79372957,27.89642325,47.30984717,1,1,0,0,1,0,0,1,1,0,5,4,1
Lolium perenne,Lolium perenne,3,L.,Lolium perenne L.,Exact (with author),FALSE,1,0,422848,Lolium perenne,L.,Species,Accepted,NA,407493-1,422848,0,2,1932,NA,Exact (with author),407493-1,Species,Accepted,Poaceae,NA,Lolium,NA,perenne,NA,NA,NA,L.,NA,Sp. Pl.,: 83,-1753,NA,"Macaronesia, N. Africa, Europe to Siberia and Himalaya",biennial or perennial,temperate,Lolium perenne,L.,422848,NA,NA,NA,422752,407493-1,NA,Y,Matched to an accepted name,24.14649513,33.38220945,42.47129542,1,1,0,1,1,0,0,1,1,0,6,4,1
Lolium remotum,Lolium remotum,2,Schrank,Lolium remotum Schrank,Exact (with author),FALSE,1,0,422871,Lolium remotum,Schrank,Species,Accepted,NA,407500-1,422871,0,7,1976,NA,Exact (with author),407500-1,Species,Accepted,Poaceae,NA,Lolium,NA,remotum,NA,NA,NA,Schrank,NA,Baier. Fl.,0.306944444,-1789,NA,N. Pakistan to W. Himalaya,annual or perennial,temperate,Lolium remotum,Schrank,422871,NA,NA,NA,422752,407500-1,NA,Y,Matched to an accepted name,44.60568692,1.265,54.12931308,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolium rigidum,Lolium rigidum,1,Gaudin,Lolium rigidum Gaudin,Exact (with author),FALSE,1,0,422874,Lolium rigidum,Gaudin,Species,Accepted,NA,407503-1,422874,0,6,1953,NA,Exact (with author),407503-1,Species,Accepted,Poaceae,NA,Lolium,NA,rigidum,NA,NA,NA,Gaudin,NA,Agrost. Helv.,0.273611111,-1811,NA,"Macaronesia to SC. Europe and W. Himalaya, China (Gansu, Henan)",annual or biennial,temperate,Lolium rigidum,Gaudin,422874,NA,NA,NA,422752,407503-1,NA,Y,Matched to an accepted name,9.522984221,42.03205214,48.44496364,0,0,0,0,0,0,0,0,1,0,1,0,0
Lolium temulentum,Lolium temulentum,3,L.,Lolium temulentum L.,Exact (with author),FALSE,1,0,422908,Lolium temulentum,L.,Species,Accepted,NA,407516-1,422908,0,2,1948,NA,Exact (with author),407516-1,Species,Accepted,Poaceae,NA,Lolium,NA,temulentum,NA,NA,NA,L.,NA,Sp. Pl.,: 83,-1753,NA,"Macaronesia, N. Africa, Temp. Eurasia",annual,subtropical,Lolium temulentum,L.,422908,NA,NA,NA,422752,407516-1,NA,Y,Matched to an accepted name,33.44711409,25.65754305,40.89534286,1,0,0,1,1,0,0,1,1,0,5,3,1
Lomatia silaifolia,Lomatia silaifolia,1,(Sm.) R. Br.,Lomatia silaifolia (Sm.) R. Br.,Exact (without author),FALSE,1,0,2492209,Lomatia silaifolia,(Sm.) R.Br.,Species,Accepted,NA,705172-1,2492209,1,8,NA,NA,Exact (without author),705172-1,Species,Accepted,Proteaceae,NA,Lomatia,NA,silaifolia,NA,NA,Sm.,R.Br.,NA,Trans. Linn. Soc. London,0.554861111,-1810,NA,SE. Queensland to NE. New South Wales,tuberous shrub,NA,Lomatia silaifolia,(Sm.) R.Br.,2492209,2788309,NA,NA,2493545,705172-1,NA,N,Matched to an accepted name,28.05961134,71.94038866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lomelosia caucasica,Lomelosia caucasica,1,(M.Bieb.) Greuter & Burdet,Lomelosia caucasica (M.Bieb.) Greuter & Burdet,Exact (with author),FALSE,1,0,2339503,Lomelosia caucasica,(M.Bieb.) Greuter & Burdet,Species,Accepted,NA,915212-1,2339503,0,26,NA,NA,Exact (with author),915212-1,Species,Accepted,Caprifoliaceae,NA,Lomelosia,NA,caucasica,NA,NA,M.Bieb.,Greuter & Burdet,NA,Willdenowia,0.675694444,-1985,NA,NE. T??rkiye to Caucasus and NW. Iran,perennial,temperate,Lomelosia caucasica,(M.Bieb.) Greuter & Burdet,2339503,2593792,NA,NA,2339522,915212-1,NA,N,Matched to an accepted name,51.72418467,27.68618578,20.58962955,0,1,0,0,0,0,0,0,0,0,1,1,1
Lonicera canadensis,Lonicera canadensis,1,Bartram ex Marshall,Lonicera canadensis Bartram ex Marshall,Exact (without author),FALSE,1,0,2340182,Lonicera canadensis,J.Bartram & W.Bartram ex Marshall,Species,Accepted,NA,148665-1,2340182,14,19,NA,NA,Exact (without author),148665-1,Species,Accepted,Caprifoliaceae,NA,Lonicera,NA,canadensis,NA,NA,NA,J.Bartram & W.Bartram ex Marshall,NA,Arbust. Amer.,: 81,-1785,NA,E. Canada to NC. & E. U.S.A.,shrub,temperate,Lonicera canadensis,J.Bartram & W.Bartram ex Marshall,2340182,NA,NA,NA,2337397,148665-1,NA,N,Matched to an accepted name,18.87480054,45.89901344,35.22618602,0,0,0,0,0,0,0,1,0,0,1,1,1
Lonicera caprifolium,Lonicera caprifolium,1,L.,Lonicera caprifolium L.,Exact (with author),FALSE,1,0,2340177,Lonicera caprifolium,L.,Species,Accepted,NA,148670-1,2340177,0,2,1961,NA,Exact (with author),148670-1,Species,Accepted,Caprifoliaceae,NA,Lonicera,NA,caprifolium,NA,NA,NA,L.,NA,Sp. Pl.,: 173,-1753,NA,C. & SE. Europe to Caucasus,climber,temperate,Lonicera caprifolium,L.,2340177,NA,NA,NA,2337397,148670-1,NA,N,Matched to an accepted name,34.09464578,37.72595367,28.17940055,0,0,0,0,0,0,0,1,0,0,1,1,1
Lonicera etrusca,Lonicera etrusca,1,Santi,Lonicera etrusca Santi,Exact (with author),FALSE,1,0,2340158,Lonicera etrusca,Santi,Species,Accepted,NA,148750-1,2340158,0,5,NA,NA,Exact (with author),148750-1,Species,Accepted,Caprifoliaceae,NA,Lonicera,NA,etrusca,NA,NA,NA,Santi,NA,Viagg. Montamiata,: 113,-1795,NA,SC. Europe to Medit. and W. Caucasus,climbing shrub,subtropical,Lonicera etrusca,Santi,2340158,NA,NA,NA,2337397,148750-1,NA,N,Matched to an accepted name,16.43509672,42.13613821,41.42876507,0,0,0,0,0,0,0,1,0,0,1,1,1
Lonicera floribunda,Lonicera floribunda,1,Boiss. & Buhse,Lonicera floribunda Boiss. & Buhse,Exact (with author),FALSE,1,0,2340134,Lonicera floribunda,Boiss. & Buhse,Species,Accepted,NA,148766-1,2340134,0,14,1959,NA,Exact (with author),148766-1,Species,Accepted,Caprifoliaceae,NA,Lonicera,NA,floribunda,NA,NA,NA,Boiss. & Buhse,NA,Nouv. M??m. Soc. Imp. Naturalistes Moscou,0.574305556,-1860,NA,S. Transcaucasus to Iran and Turkmenistan,shrub,temperate,Lonicera floribunda,Boiss. & Buhse,2340134,NA,NA,NA,2337397,148766-1,NA,N,Matched to an accepted name,12.29136011,87.70863989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonicera implexa,Lonicera implexa,1,Aiton,Lonicera implexa Aiton,Exact (with author),FALSE,1,0,2339739,Lonicera implexa,Aiton,Species,Accepted,NA,148839-1,2339739,0,5,NA,NA,Exact (with author),148839-1,Species,Accepted,Caprifoliaceae,NA,Lonicera,NA,implexa,NA,NA,NA,Aiton,NA,Hort. Kew.,0.202083333,-1789,NA,Medit.,climber,temperate,Lonicera implexa,Aiton,2339739,NA,NA,NA,2337397,148839-1,NA,N,Matched to an accepted name,19.91160239,71.87638516,8.21201245,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonicera involucrata,Lonicera involucrata,1,(Richardson) Banks ex Spreng.,Lonicera involucrata (Richardson) Banks ex Spreng.,Exact (with author),FALSE,1,0,2339738,Lonicera involucrata,(Richardson) Banks ex Spreng.,Species,Accepted,NA,143461-2,2339738,0,29,NA,NA,Exact (with author),143461-2,Species,Accepted,Caprifoliaceae,NA,Lonicera,NA,involucrata,NA,NA,Richardson,Banks ex Spreng.,NA,Syst. Veg. ed. 16.,0.56875,-1824,NA,"Subarctic America to Mexico (Sonora, Durango, Chihuahua)",shrub,temperate,Lonicera involucrata,(Richardson) Banks ex Spreng.,2339738,2468497,NA,NA,2337397,143461-2,NA,N,Matched to an accepted name,31.23140304,41.25639542,27.51220154,0,0,0,0,0,0,0,1,0,0,1,1,1
Lonicera periclymenum,Lonicera periclymenum,1,L.,Lonicera periclymenum L.,Exact (with author),FALSE,1,0,2357110,Lonicera periclymenum,L.,Species,Accepted,NA,149006-1,2357110,0,2,1960,NA,Exact (with author),149006-1,Species,Accepted,Caprifoliaceae,NA,Lonicera,NA,periclymenum,NA,NA,NA,L.,NA,Sp. Pl.,: 173,-1753,NA,"Europe, Morocco",climber,temperate,Lonicera periclymenum,L.,2357110,NA,NA,NA,2337397,149006-1,NA,N,Matched to an accepted name,29.67899344,47.03709308,23.28391348,0,1,0,0,0,0,1,1,1,0,4,3,1
Lonicera xylosteum,Lonicera xylosteum,1,L.,Lonicera xylosteum L.,Exact (with author),FALSE,1,0,2343075,Lonicera xylosteum,L.,Species,Accepted,NA,149194-1,2343075,0,2,1872,NA,Exact (with author),149194-1,Species,Accepted,Caprifoliaceae,NA,Lonicera,NA,xylosteum,NA,NA,NA,L.,NA,Sp. Pl.,: 174,-1753,NA,Europe to C. Siberia and NE. T??rkiye,shrub,temperate,Lonicera xylosteum,L.,2343075,NA,NA,NA,2337397,149194-1,NA,N,Matched to an accepted name,27.60915228,50.22865657,22.16219115,0,0,0,0,0,0,0,1,0,0,1,1,1
Lotus alpinus,Lotus alpinus,1,(DC.) Ramond,Lotus alpinus (DC.) Ramond,Exact (without author),FALSE,1,0,2344677,Lotus alpinus,(Ser.) Schleich. ex Ramond,Species,Accepted,NA,503455-1,2344677,16,7,1932,NA,Exact (without author),503455-1,Species,Accepted,Fabaceae,NA,Lotus,NA,alpinus,NA,NA,Ser.,Schleich. ex Ramond,NA,M??m. Mus. Hist. Nat.,0.732638889,-1825,NA,"C. & S. Europe to Afghanistan, Morocco",perennial or subshrub,temperate,Lotus alpinus,(Ser.) Schleich. ex Ramond,2344677,2896550,NA,NA,2344629,503455-1,NA,Y,Matched to an accepted name,4.818688346,47.78507713,47.39623453,0,0,0,1,0,0,0,0,0,0,1,0,0
Lotus pedunculatus,Lotus pedunculatus,1,Cav.,Lotus pedunculatus Cav.,Exact (with author),FALSE,1,0,2345237,Lotus pedunculatus,Cav.,Species,Accepted,NA,503822-1,2345237,0,4,NA,NA,Exact (with author),503822-1,Species,Accepted,Fabaceae,NA,Lotus,NA,pedunculatus,NA,NA,NA,Cav.,NA,Icon.,2:52,-1793,NA,"Macaronesia, N. Africa, Europe to T??rkiye",perennial,subtropical,Lotus pedunculatus,Cav.,2345237,NA,NA,NA,2344629,503822-1,NA,Y,Matched to an accepted name,18.96541307,23.92581357,57.10877336,1,0,0,1,0,0,0,0,0,0,2,1,1
Ludwigia palustris,Ludwigia palustris,2,(L.) Elliott,Ludwigia palustris (L.) Elliott,Exact (with author),FALSE,1,0,2494015,Ludwigia palustris,(L.) Elliott,Species,Accepted,NA,30031106-2,2494015,0,12,1912,NA,Exact (with author),30031106-2,Species,Accepted,Onagraceae,NA,Ludwigia,NA,palustris,NA,NA,L.,Elliott,NA,Sketch Bot. S. Carolina,0.188194444,-1817,NA,"Europe to Medit. and Iran, Socotra, DR Congo to S. Africa, N. America to Venezuela, Caribbean",subshrub,temperate,Ludwigia palustris,(L.) Elliott,2494015,2867167,NA,NA,2493617,30031106-2,NA,N,Matched to an accepted name,13.00893736,22.87089249,64.12017015,0,1,0,0,0,0,0,0,0,0,1,1,1
Lunaria annua,Lunaria annua,1,L.,Lunaria annua L.,Exact (with author),FALSE,1,0,2344318,Lunaria annua,L.,Species,Accepted,NA,286647-1,2344318,0,2,NA,NA,Exact (with author),286647-1,Species,Accepted,Brassicaceae,NA,Lunaria,NA,annua,NA,NA,NA,L.,NA,Sp. Pl.,: 653,-1753,NA,SC. & S. Europe,biennial,temperate,Lunaria annua,L.,2344318,NA,NA,NA,2338471,286647-1,NA,N,Matched to an accepted name,59.18672214,0,40.81327786,0,1,0,0,0,0,0,0,0,0,1,1,1
Lupinus albus,Lupinus albus,1,L.,Lupinus albus L.,Exact (with author),FALSE,1,0,2345432,Lupinus albus,L.,Species,Accepted,NA,504069-1,2345432,0,2,1924,NA,Exact (with author),504069-1,Species,Accepted,Fabaceae,NA,Lupinus,NA,albus,NA,NA,NA,L.,NA,Sp. Pl.,: 721,-1753,NA,SE. Europe to T??rkiye,annual,subtropical,Lupinus albus,L.,2345432,NA,NA,NA,2348057,504069-1,NA,Y,Matched to an accepted name,69.13376452,0,30.86623548,1,1,0,1,1,1,1,1,1,0,8,6,1
Lupinus angustifolius,Lupinus angustifolius,1,L.,Lupinus angustifolius L.,Exact (with author),FALSE,1,0,2348052,Lupinus angustifolius,L.,Species,Accepted,NA,504124-1,2348052,0,2,1945,NA,Exact (with author),504124-1,Species,Accepted,Fabaceae,NA,Lupinus,NA,angustifolius,NA,NA,NA,L.,NA,Sp. Pl.,: 721,-1753,NA,Medit.,annual,subtropical,Lupinus angustifolius,L.,2348052,NA,NA,NA,2348057,504124-1,NA,Y,Matched to an accepted name,37.91776438,0,62.08223562,0,0,0,1,0,0,0,1,0,0,2,1,1
Lupinus luteus,Lupinus luteus,1,L.,Lupinus luteus L.,Exact (with author),FALSE,1,0,2348159,Lupinus luteus,L.,Species,Accepted,NA,504707-1,2348159,0,2,1957,NA,Exact (with author),504707-1,Species,Accepted,Fabaceae,NA,Lupinus,NA,luteus,NA,NA,NA,L.,NA,Sp. Pl.,: 722,-1753,NA,W. & C. Medit.,annual,subtropical,Lupinus luteus,L.,2348159,NA,NA,NA,2348057,504707-1,NA,Y,Matched to an accepted name,58.5438737,0,41.4561263,1,1,0,1,1,0,0,1,1,0,6,4,1
Lupinus perennis,Lupinus perennis,1,L.,Lupinus perennis L.,Exact (with author),FALSE,1,0,2346839,Lupinus perennis,L.,Species,Accepted,NA,504907-1,2346839,0,2,2000,NA,Exact (with author),504907-1,Species,Accepted,Fabaceae,NA,Lupinus,NA,perennis,NA,NA,NA,L.,NA,Sp. Pl.,: 721,-1753,NA,SE. Canada to NC. & E. U.S.A.,perennial,temperate,Lupinus perennis,L.,2346839,NA,NA,NA,2348057,504907-1,NA,Y,Matched to an accepted name,54.47001262,0,45.52998738,0,1,0,0,0,0,0,1,0,0,2,2,1
Lupinus polyphyllus,Lupinus polyphyllus,1,Lindl.,Lupinus polyphyllus Lindl.,Exact (with author),FALSE,1,0,2346871,Lupinus polyphyllus,Lindl.,Species,Accepted,NA,504939-1,2346871,0,6,1956,NA,Exact (with author),504939-1,Species,Accepted,Fabaceae,NA,Lupinus,NA,polyphyllus,NA,NA,NA,Lindl.,NA,Bot. Reg.,13: t. 1095,-1827,NA,"W. Canada to W. U.S.A., E. Canada to NC. & NE. U.S.A.",perennial,temperate,Lupinus polyphyllus,Lindl.,2346871,NA,NA,NA,2348057,504939-1,NA,Y,Matched to an accepted name,73.80096852,2.8952944,23.30873708,0,1,0,1,1,0,0,1,1,0,5,3,1
